Unnamed: 0,smog_index,masc,femn,neut,sing,plur,past,pres,futr,pssv,actv,3per,1per,2per,mttr,hdd,author,author_num
8508 maksim-gorkii zhizn-klima-samgina,12.82810975414161,0.23543123543123542,0.17016317016317017,0.09324009324009325,0.44988344988344986,0.18181818181818182,0.09324009324009325,0.053613053613053616,0.006993006993006993,0.009324009324009324,0.002331002331002331,0.05128205128205128,0.037296037296037296,0.006993006993006993,0.0193578646788572,0.940585839929048,maksim-gorkii,6.0
8509 maksim-gorkii zhizn-klima-samgina,12.164481130499338,0.32057416267942584,0.11004784688995216,0.08133971291866028,0.4688995215311005,0.22966507177033493,0.09808612440191387,0.0645933014354067,0.0215311004784689,0.0023923444976076554,0.007177033492822967,0.06698564593301436,0.03588516746411483,0.009569377990430622,0.0143702951401629,0.9559021041937156,maksim-gorkii,6.0
8510 maksim-gorkii zhizn-klima-samgina,14.461739262539709,0.27056277056277056,0.13852813852813853,0.09740259740259741,0.4696969696969697,0.15584415584415584,0.1277056277056277,0.045454545454545456,0.025974025974025976,0.008658008658008658,0.0021645021645021645,0.09740259740259741,0.012987012987012988,0.0021645021645021645,0.019115382875842,0.9418217109293194,maksim-gorkii,6.0
8511 maksim-gorkii zhizn-klima-samgina,16.06506127056653,0.20210526315789473,0.2694736842105263,0.05894736842105263,0.49894736842105264,0.14736842105263157,0.11789473684210526,0.05263157894736842,0.0,0.016842105263157894,0.002105263157894737,0.08210526315789474,0.018947368421052633,0.01263157894736842,0.0185110018315786,0.9354144501367638,maksim-gorkii,6.0
8512 maksim-gorkii zhizn-klima-samgina,12.553279569776883,0.22198275862068967,0.21982758620689655,0.07974137931034483,0.5086206896551724,0.1400862068965517,0.10775862068965517,0.0625,0.0,0.008620689655172414,0.0,0.10775862068965517,0.017241379310344827,0.004310344827586207,0.0193523380467444,0.9293049140938416,maksim-gorkii,6.0
8513 maksim-gorkii zhizn-klima-samgina,13.746656526320578,0.3125,0.13958333333333334,0.08125,0.51875,0.125,0.08333333333333333,0.075,0.0020833333333333333,0.008333333333333333,0.004166666666666667,0.0875,0.004166666666666667,0.0020833333333333333,0.0185652411777431,0.9457633949031496,maksim-gorkii,6.0
8514 maksim-gorkii zhizn-klima-samgina,19.296788551995306,0.33140655105973027,0.13680154142581888,0.08285163776493257,0.5086705202312138,0.1791907514450867,0.09248554913294797,0.06165703275529865,0.007707129094412331,0.007707129094412331,0.0019267822736030828,0.10211946050096339,0.005780346820809248,0.0,0.017594177234281,0.949481378174972,maksim-gorkii,6.0
8515 maksim-gorkii zhizn-klima-samgina,15.007154901872909,0.32062780269058294,0.13452914798206278,0.09417040358744394,0.5515695067264574,0.11434977578475336,0.09865470852017937,0.04484304932735426,0.013452914798206279,0.006726457399103139,0.008968609865470852,0.04932735426008968,0.04484304932735426,0.006726457399103139,0.0149974620879185,0.9531665091760276,maksim-gorkii,6.0
8516 maksim-gorkii zhizn-klima-samgina,15.532540704505404,0.2647058823529412,0.1638655462184874,0.1092436974789916,0.5084033613445378,0.17436974789915966,0.09663865546218488,0.06722689075630252,0.004201680672268907,0.014705882352941176,0.004201680672268907,0.08403361344537816,0.031512605042016806,0.01050420168067227,0.0187990851189551,0.9398481211060158,maksim-gorkii,6.0
8517 maksim-gorkii zhizn-klima-samgina,15.179927768687936,0.2833333333333333,0.19791666666666666,0.06458333333333334,0.5520833333333334,0.10208333333333333,0.09375,0.052083333333333336,0.00625,0.008333333333333333,0.0020833333333333333,0.14375,0.008333333333333333,0.0,0.0241179648755011,0.8963544691538812,maksim-gorkii,6.0
8518 maksim-gorkii zhizn-klima-samgina,14.94599210006374,0.3384615384615385,0.16923076923076924,0.04835164835164835,0.5296703296703297,0.14505494505494507,0.13846153846153847,0.04835164835164835,0.002197802197802198,0.008791208791208791,0.002197802197802198,0.06593406593406594,0.008791208791208791,0.013186813186813187,0.0154292647284598,0.9476345107786408,maksim-gorkii,6.0
8519 maksim-gorkii zhizn-klima-samgina,11.942991133236337,0.2577092511013216,0.15198237885462554,0.08590308370044053,0.4801762114537445,0.12555066079295155,0.1277533039647577,0.06387665198237885,0.004405286343612335,0.004405286343612335,0.0,0.05506607929515418,0.015418502202643172,0.03303964757709251,0.0217091142097702,0.9261613965177352,maksim-gorkii,6.0
8520 maksim-gorkii zhizn-klima-samgina,12.785558487950189,0.30201342281879195,0.1342281879194631,0.0894854586129754,0.5100671140939598,0.09172259507829977,0.1342281879194631,0.05592841163310962,0.0022371364653243847,0.020134228187919462,0.006711409395973154,0.03355704697986577,0.02237136465324385,0.015659955257270694,0.0198974838988692,0.9354184172837724,maksim-gorkii,6.0
8521 maksim-gorkii zhizn-klima-samgina,9.552379012465863,0.25389755011135856,0.1492204899777283,0.06904231625835189,0.46325167037861914,0.133630289532294,0.10022271714922049,0.053452115812917596,0.015590200445434299,0.008908685968819599,0.004454342984409799,0.060133630289532294,0.028953229398663696,0.013363028953229399,0.0197640922297972,0.9342775981264836,maksim-gorkii,6.0
8522 maksim-gorkii zhizn-klima-samgina,11.43791025605664,0.35634743875278396,0.111358574610245,0.0400890868596882,0.49665924276169265,0.15367483296213807,0.133630289532294,0.07126948775055679,0.0066815144766146995,0.0200445434298441,0.0,0.07349665924276169,0.0200445434298441,0.0200445434298441,0.0184524495218233,0.9358867550392408,maksim-gorkii,6.0
8523 maksim-gorkii zhizn-klima-samgina,7.804204814659742,0.18478260869565216,0.14945652173913043,0.10054347826086957,0.46195652173913043,0.15217391304347827,0.04076086956521739,0.06521739130434782,0.01358695652173913,0.010869565217391304,0.002717391304347826,0.057065217391304345,0.07880434782608696,0.010869565217391304,0.0226635696695561,0.9183391899407524,maksim-gorkii,6.0
8524 maksim-gorkii zhizn-klima-samgina,9.30645512809637,0.3700234192037471,0.10304449648711944,0.053864168618266976,0.5199063231850117,0.117096018735363,0.13817330210772832,0.06088992974238876,0.0117096018735363,0.00702576112412178,0.0,0.053864168618266976,0.02810304449648712,0.02576112412177986,0.0245015663090628,0.929114016083724,maksim-gorkii,6.0
8525 maksim-gorkii zhizn-klima-samgina,11.033966575838187,0.2825112107623318,0.14798206278026907,0.07174887892376682,0.48654708520179374,0.17488789237668162,0.1031390134529148,0.0515695067264574,0.017937219730941704,0.004484304932735426,0.002242152466367713,0.09192825112107623,0.011210762331838564,0.03587443946188341,0.0205421555733616,0.9397743150029564,maksim-gorkii,6.0
8526 maksim-gorkii zhizn-klima-samgina,14.106538612965064,0.2691511387163561,0.13871635610766045,0.11180124223602485,0.4989648033126294,0.16149068322981366,0.09937888198757763,0.06418219461697723,0.002070393374741201,0.008281573498964804,0.0,0.09316770186335403,0.016563146997929608,0.008281573498964804,0.01705344843924,0.9385062353797984,maksim-gorkii,6.0
8527 maksim-gorkii zhizn-klima-samgina,16.075952166942933,0.24528301886792453,0.1928721174004193,0.06079664570230608,0.48218029350104824,0.12368972746331237,0.06918238993710692,0.06918238993710692,0.0020964360587002098,0.0,0.0041928721174004195,0.07966457023060797,0.023060796645702306,0.006289308176100629,0.0185674252068866,0.9334355752516864,maksim-gorkii,6.0
8528 maksim-gorkii zhizn-klima-samgina,14.762569194661152,0.28336755646817247,0.13141683778234087,0.09240246406570841,0.48459958932238195,0.13347022587268995,0.11088295687885011,0.03696098562628337,0.012320328542094456,0.004106776180698152,0.004106776180698152,0.09034907597535935,0.02053388090349076,0.004106776180698152,0.0202067725060255,0.932482988162636,maksim-gorkii,6.0
8529 maksim-gorkii zhizn-klima-samgina,21.706315476091497,0.1951219512195122,0.1910569105691057,0.1016260162601626,0.44715447154471544,0.18495934959349594,0.09146341463414634,0.028455284552845527,0.006097560975609756,0.024390243902439025,0.0,0.06707317073170732,0.006097560975609756,0.0,0.0210978111286498,0.924171203957708,maksim-gorkii,6.0
8530 maksim-gorkii zhizn-klima-samgina,16.19166451557377,0.25477707006369427,0.15711252653927812,0.09554140127388536,0.4564755838641189,0.18259023354564755,0.10828025477707007,0.050955414012738856,0.006369426751592357,0.016985138004246284,0.006369426751592357,0.09129511677282377,0.010615711252653927,0.0021231422505307855,0.0185711231902438,0.930126226225611,maksim-gorkii,6.0
8531 maksim-gorkii zhizn-klima-samgina,12.992123914897872,0.3243847874720358,0.14988814317673377,0.06487695749440715,0.4988814317673378,0.1767337807606264,0.12304250559284116,0.040268456375838924,0.006711409395973154,0.0022371364653243847,0.0044742729306487695,0.05592841163310962,0.02237136465324385,0.006711409395973154,0.014772628089001,0.9430646743222368,maksim-gorkii,6.0
8532 maksim-gorkii zhizn-klima-samgina,11.009412927128764,0.2727272727272727,0.18403547671840353,0.06651884700665188,0.5144124168514412,0.11086474501108648,0.13082039911308205,0.05321507760532151,0.0066518847006651885,0.011086474501108648,0.0,0.07317073170731707,0.026607538802660754,0.015521064301552107,0.0175987151734818,0.9459343916550672,maksim-gorkii,6.0
8533 maksim-gorkii zhizn-klima-samgina,14.06897489629171,0.3111111111111111,0.20222222222222222,0.04888888888888889,0.4822222222222222,0.18666666666666668,0.12,0.03777777777777778,0.0,0.008888888888888889,0.0022222222222222222,0.028888888888888888,0.0022222222222222222,0.013333333333333334,0.0153284800943431,0.9400739636235012,maksim-gorkii,6.0
8534 maksim-gorkii zhizn-klima-samgina,16.256102554284915,0.304635761589404,0.17439293598233996,0.05739514348785872,0.5033112582781457,0.1346578366445916,0.09050772626931568,0.03532008830022075,0.006622516556291391,0.011037527593818985,0.004415011037527594,0.05739514348785872,0.026490066225165563,0.004415011037527594,0.0195020606779469,0.9315220963249816,maksim-gorkii,6.0
8535 maksim-gorkii zhizn-klima-samgina,15.186288890587097,0.2762557077625571,0.12557077625570776,0.091324200913242,0.45662100456621,0.18036529680365296,0.10273972602739725,0.0593607305936073,0.0091324200913242,0.0,0.0,0.06621004566210045,0.01598173515981735,0.00684931506849315,0.0170593809671687,0.9395090487767588,maksim-gorkii,6.0
8536 maksim-gorkii zhizn-klima-samgina,13.499849707073205,0.23820224719101124,0.1662921348314607,0.09213483146067415,0.5191011235955056,0.12359550561797752,0.10786516853932585,0.05393258426966292,0.017977528089887642,0.02247191011235955,0.0022471910112359553,0.09438202247191012,0.015730337078651686,0.02247191011235955,0.0206120942128159,0.9306707372982452,maksim-gorkii,6.0
8537 maksim-gorkii zhizn-klima-samgina,15.711402148000012,0.2962962962962963,0.1440329218106996,0.10082304526748971,0.5267489711934157,0.12962962962962962,0.10493827160493827,0.06172839506172839,0.006172839506172839,0.01440329218106996,0.0,0.08024691358024691,0.0205761316872428,0.012345679012345678,0.020269673276549,0.9261946061140652,maksim-gorkii,6.0
8538 maksim-gorkii zhizn-klima-samgina,13.675133026873535,0.22083333333333333,0.17916666666666667,0.09583333333333334,0.4479166666666667,0.18541666666666667,0.08541666666666667,0.05,0.025,0.016666666666666666,0.0,0.08125,0.016666666666666666,0.0020833333333333333,0.0189084836579525,0.9308281680095252,maksim-gorkii,6.0
8539 maksim-gorkii zhizn-klima-samgina,11.351976947721548,0.26153846153846155,0.22857142857142856,0.07252747252747253,0.5186813186813187,0.16483516483516483,0.1010989010989011,0.02197802197802198,0.004395604395604396,0.017582417582417582,0.0,0.05934065934065934,0.02197802197802198,0.01098901098901099,0.0159524257614641,0.9424387032397572,maksim-gorkii,6.0
8540 maksim-gorkii zhizn-klima-samgina,9.952666307616347,0.20620842572062084,0.15077605321507762,0.05543237250554324,0.3991130820399113,0.1662971175166297,0.06208425720620843,0.082039911308204,0.026607538802660754,0.0066518847006651885,0.0,0.07760532150776053,0.03991130820399113,0.019955654101995565,0.0185147618951237,0.9372476361949756,maksim-gorkii,6.0
8541 maksim-gorkii zhizn-klima-samgina,13.219313288854512,0.3223684210526316,0.1600877192982456,0.05482456140350877,0.4868421052631579,0.17105263157894737,0.1206140350877193,0.05043859649122807,0.006578947368421052,0.006578947368421052,0.010964912280701754,0.05043859649122807,0.015350877192982455,0.0043859649122807015,0.016075843637098,0.9423341024013488,maksim-gorkii,6.0
