,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,femn,masc,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
voina-i-mir. Text/chapter248.xhtml,47.0,1310.0,760.0,524.0,186.0,859.0,289.0,756.0,8097.0,5741.0,1275.0,2479.0,319.0,10.881721617670944,56.869736072762734,4.212283092415134,17.638001229077812,4.212283092415134,67.87234042553192,1186.0,264.0,203.0,128.0,147.0,572.0,27.0,8.0,91.0,0.5801526717557252,20.99800063183043,14.847828638126707,0.9241459337515792,0.9306172431503948,0.024333482412689338,41.09563863652017,0.8646946867565497,0.863846153846154,226.22662091226317,184.22834252632754,0.9258980526623091,218.222193942479,1435.8340513323524,lev-tolstoi,19.0,14.0,6.0,135.0,17.0
voina-i-mir. Text/chapter249.xhtml,63.0,1587.0,846.0,586.0,179.0,1026.0,372.0,833.0,9640.0,6360.0,1550.0,2735.0,450.0,8.33398865784499,70.51239670537402,1.1132631650013494,14.952707754388074,1.1132631650013494,62.11549194346926,1447.0,243.0,253.0,150.0,130.0,651.0,47.0,13.0,91.0,0.5330812854442344,21.23644903193145,15.016437118801221,0.9146383386595128,0.9233008114125832,0.02667071071684496,37.494313916742,0.8796488946683992,0.884516129032258,235.130208379069,247.75322100591916,0.9329957096982985,249.15680063353793,1242.05875230945,lev-tolstoi,18.0,31.0,11.0,134.0,12.0
voina-i-mir. Text/chapter250.xhtml,22.0,646.0,390.0,236.0,78.0,530.0,210.0,398.0,3968.0,3121.0,645.0,1296.0,198.0,12.44338305657191,48.09013650436249,7.440246130030964,16.697342130202045,7.440246130030964,65.89614410357444,584.0,69.0,186.0,54.0,93.0,303.0,13.0,5.0,37.0,0.6037151702786377,15.344344769610357,10.850090239455817,0.9220107554925928,0.921415885441144,0.027751883165542245,36.03359073093954,0.8543383584589601,0.8583333333333334,180.36379090522738,179.53720193121373,0.9042792960375782,163.01643192488262,1336.5740024610766,lev-tolstoi,11.0,14.0,6.0,102.0,2.0
voina-i-mir. Text/chapter251.xhtml,62.0,944.0,492.0,352.0,113.0,797.0,315.0,595.0,5818.0,4583.0,953.0,1951.0,280.0,5.957827364680153,62.83054059595409,3.622342946965553,11.985821660433665,3.622342946965553,52.51394204483324,855.0,90.0,270.0,90.0,158.0,432.0,41.0,4.0,71.0,0.5211864406779662,16.013236050641336,11.323067800149378,0.9048707375823608,0.9083103998285168,0.03197652367819498,31.27294292724844,0.8138994413407799,0.8133333333333334,109.55522937565382,98.1331326211252,0.8969035922858045,148.6626586506346,1189.9887977192275,lev-tolstoi,17.0,1.0,2.0,121.0,8.0
voina-i-mir. Text/chapter252.xhtml,67.0,1003.0,536.0,390.0,119.0,819.0,336.0,602.0,6189.0,4789.0,1030.0,2002.0,367.0,5.316260472314401,67.41348692727787,3.048598450915911,11.832705515022065,3.048598450915911,53.853499203880894,867.0,112.0,283.0,44.0,134.0,460.0,61.0,3.0,70.0,0.5343968095712861,16.924440609078026,11.967386722468055,0.9093272719394458,0.9135156959874189,0.030211141796202302,33.10037094081976,0.8423270440251563,0.852,154.33466989072878,150.25147451418638,0.8921538191856527,140.285594639866,1423.625929291101,lev-tolstoi,35.0,31.0,15.0,110.0,6.0
voina-i-mir. Text/chapter253.xhtml,37.0,782.0,470.0,280.0,77.0,583.0,249.0,411.0,4708.0,3345.0,772.0,1404.0,243.0,6.872610078108796,71.45599951614017,1.6655153798299622,12.804206513295282,1.6655153798299622,56.94076173360061,700.0,34.0,216.0,55.0,93.0,307.0,34.0,2.0,35.0,0.6010230179028133,16.80716568652556,11.884460829468079,0.9235765315111731,0.9251654799007629,0.026414796802199367,37.85756928165116,0.8864120054570243,0.8840000000000001,223.62876978972275,250.32803954766163,0.9213177135624363,205.63703703703703,1333.1442881746361,lev-tolstoi,25.0,22.0,3.0,77.0,7.0
voina-i-mir. Text/chapter254.xhtml,41.0,1261.0,659.0,542.0,180.0,1010.0,364.0,826.0,7945.0,6376.0,1256.0,2721.0,274.0,14.232510009477572,37.16761639039865,9.239551662443667,18.574788929379164,9.239551662443667,73.73785806850931,1164.0,240.0,224.0,131.0,150.0,579.0,34.0,8.0,92.0,0.5226011102299762,18.55785902634122,13.122387961829858,0.9091081688867613,0.915793181544726,0.02931318375778042,34.11434282482455,0.8529867986798683,0.8560000000000001,173.7654491598696,193.41346938336008,0.9039886454205663,156.568782026015,1216.2924059831312,lev-tolstoi,5.0,,9.0,152.0,13.0
voina-i-mir. Text/chapter255.xhtml,41.0,1054.0,602.0,462.0,154.0,833.0,291.0,696.0,6698.0,5311.0,1059.0,2303.0,321.0,11.957154625815708,42.096417596149394,7.714412875457029,17.184734370605796,7.714412875457029,69.5403341509696,961.0,246.0,191.0,83.0,144.0,484.0,38.0,11.0,57.0,0.571157495256167,18.54283721937429,13.111765940257866,0.9195312783798513,0.9241624958034965,0.026620233078321436,37.5654111313685,0.8637611940298529,0.8704761904761905,216.06434960846508,190.27146179743517,0.9056896101990279,157.33796427558832,1368.2331186072709,lev-tolstoi,19.0,17.0,19.0,135.0,14.0
voina-i-mir. Text/chapter256.xhtml,44.0,784.0,453.0,344.0,117.0,620.0,206.0,531.0,5056.0,3980.0,803.0,1710.0,244.0,8.063102968460111,52.58590445269019,5.737081632653066,14.467021190245925,5.737081632653066,61.695732838589976,733.0,170.0,153.0,55.0,104.0,358.0,32.0,7.0,39.0,0.5778061224489796,16.178571428571427,11.439977567053786,0.9176945932951556,0.9191806870064806,0.028436910455628416,35.1655641902573,0.863020408163264,0.8653333333333335,166.77710859299088,177.76511794191,0.9018509939877969,151.27451946771808,1272.9370644621847,lev-tolstoi,11.0,1.0,3.0,118.0,8.0
voina-i-mir. Text/chapter257.xhtml,52.0,978.0,567.0,414.0,141.0,776.0,307.0,610.0,6213.0,4863.0,988.0,2050.0,321.0,7.927405222589268,56.40851738241308,5.36273560641812,14.608506633051874,5.36273560641812,61.13898065125059,911.0,135.0,200.0,95.0,171.0,401.0,35.0,7.0,37.0,0.5797546012269938,18.1306607407371,12.820313157167915,0.9208264322567847,0.9246989985770754,0.026476453535175994,37.76940890785934,0.873132400430568,0.8726315789473685,220.29603396318998,225.31885182571352,0.9162898338581541,185.6072261072261,1274.8286696726088,lev-tolstoi,17.0,13.0,5.0,117.0,8.0
voina-i-mir. Text/chapter258.xhtml,77.0,1444.0,734.0,586.0,188.0,1185.0,450.0,923.0,9163.0,7181.0,1465.0,3058.0,504.0,8.058509191639384,55.18029445623627,5.35121369212505,13.864733335930056,5.35121369212505,59.3349642047703,1289.0,235.0,276.0,125.0,207.0,639.0,67.0,6.0,79.0,0.5083102493074793,19.31578947368421,13.658325720813838,0.9069900668841954,0.9151418585523415,0.02943755502810332,33.97021250729975,0.8655770609319012,0.8742857142857143,176.2161896219596,180.02187916370303,0.9157008498264336,188.74021739130436,1189.2934973505012,lev-tolstoi,45.0,31.0,21.0,178.0,11.0
voina-i-mir. Text/chapter259.xhtml,67.0,1292.0,689.0,572.0,179.0,1039.0,374.0,844.0,8273.0,6490.0,1313.0,2822.0,452.0,8.80369206598586,50.49529065200315,5.8144008132711065,14.5010052328136,5.8144008132711065,63.55602790998568,1171.0,271.0,273.0,75.0,179.0,593.0,46.0,17.0,76.0,0.5332817337461301,19.16849275637194,13.554171213155817,0.9122403556264619,0.9190753642184581,0.02820708441934928,35.452086615305326,0.8671279163314535,0.8728000000000001,183.08347194492785,191.95081958940958,0.9052947628405328,152.77266898699395,1239.1097525497664,lev-tolstoi,23.0,22.0,15.0,188.0,13.0
voina-i-mir. Text/chapter260.xhtml,40.0,952.0,538.0,417.0,151.0,744.0,291.0,604.0,6152.0,4917.0,956.0,2038.0,274.0,10.699521008403362,47.2355462184874,7.968273949579832,17.22779526016072,7.968273949579832,67.60252100840336,877.0,98.0,335.0,70.0,90.0,508.0,37.0,13.0,50.0,0.5651260504201681,17.436680163553223,12.329594785029443,0.9167892304389381,0.920402746185993,0.02793585489033598,35.79629132258759,0.8683277962347705,0.8715789473684213,203.22009780452527,199.0884115348267,0.9003507303917024,149.8927152317881,1214.0202107809448,lev-tolstoi,17.0,8.0,13.0,145.0,8.0
voina-i-mir. Text/chapter261.xhtml,64.0,1323.0,756.0,572.0,221.0,927.0,331.0,817.0,8504.0,6379.0,1303.0,2762.0,350.0,8.779279218631896,54.49202357331822,4.941786712254348,16.479149970403217,4.941786712254348,63.90694680650038,1206.0,207.0,258.0,145.0,185.0,590.0,64.0,19.0,74.0,0.5714285714285714,20.784609690826528,14.696938456699069,0.9221421145781192,0.9287941732873292,0.02494198071097564,40.093046802812786,0.857174254317118,0.8553846153846156,202.3768023334735,206.47509280251126,0.9197321601108777,185.2368142342724,1318.3794649194137,lev-tolstoi,43.0,,13.0,116.0,14.0
voina-i-mir. Text/chapter262.xhtml,31.0,731.0,461.0,333.0,114.0,569.0,171.0,512.0,4776.0,3807.0,723.0,1610.0,175.0,11.04249150522925,43.81217223423505,8.176039914390358,17.004325739772803,8.176039914390358,69.13468072900578,651.0,140.0,140.0,53.0,154.0,306.0,79.0,22.0,80.0,0.6306429548563611,17.050700929544874,12.056666251264952,0.9300900042790731,0.9311209085989507,0.024410618924763625,40.96577817556026,0.8817888563049878,0.8742857142857143,222.9207969638383,260.8232878487116,0.9175622783214196,180.8915254237288,1404.5382029548653,lev-tolstoi,,,,46.0,8.0
voina-i-mir. Text/chapter263.xhtml,42.0,750.0,459.0,325.0,110.0,596.0,215.0,491.0,4831.0,3851.0,759.0,1603.0,218.0,7.762533333333334,55.16698095238095,6.111941904761899,14.358056338667256,6.111941904761899,61.19047619047619,708.0,98.0,197.0,52.0,166.0,281.0,17.0,8.0,28.0,0.612,16.760310259658084,11.851329039394695,0.925828162143971,0.9270253478130933,0.025798350386637928,38.76216831747284,0.8726961483594848,0.8746666666666667,200.81835194502395,207.17557246512547,0.9099229045783009,162.4493927125506,1244.9557734875382,lev-tolstoi,7.0,7.0,5.0,91.0,5.0
voina-i-mir. Text/chapter264.xhtml,41.0,685.0,424.0,292.0,107.0,547.0,193.0,461.0,4498.0,3580.0,693.0,1508.0,221.0,7.667242300160229,52.80775057860069,6.362898789389355,14.332653644262024,6.362898789389355,59.3350542994481,638.0,120.0,188.0,29.0,75.0,329.0,28.0,5.0,26.0,0.618978102189781,16.200207261898445,11.455276411515943,0.9265347506550929,0.9267919136858268,0.02590735748232299,38.599073667868915,0.88396226415094,0.8800000000000001,244.22469612555597,222.84974737735266,0.9114294436120584,172.25735294117646,1335.9253359030981,lev-tolstoi,12.0,9.0,1.0,96.0,7.0
voina-i-mir. Text/chapter265.xhtml,64.0,1177.0,651.0,512.0,200.0,899.0,312.0,787.0,7782.0,6174.0,1191.0,2624.0,409.0,8.69600268160578,48.94044153568396,6.955647627708153,15.679099462221105,6.955647627708153,61.89104980883602,1069.0,129.0,325.0,101.0,174.0,556.0,47.0,22.0,70.0,0.5531011045029737,18.975479415061844,13.417690170655973,0.9162441560343704,0.9220340226926454,0.0272751354515967,36.663429289824464,0.8617375886524823,0.8617391304347825,189.84179883608113,188.2934449933107,0.9105710743505648,169.08771072562914,1323.8910445768713,lev-tolstoi,26.0,12.0,17.0,163.0,13.0
voina-i-mir. Text/chapter266.xhtml,44.0,1160.0,629.0,548.0,258.0,834.0,331.0,761.0,7854.0,6341.0,1160.0,2677.0,280.0,13.1748197492163,33.865979623824444,10.574534482758622,21.45880659915447,10.574534482758622,73.60501567398119,1081.0,163.0,287.0,156.0,143.0,568.0,29.0,5.0,66.0,0.5422413793103448,18.46807590373742,13.05890170700061,0.9132612211633857,0.9189787489746792,0.028304770090353305,35.32973406276899,0.8649864986498648,0.8713043478260872,190.58852208258213,199.17449789274815,0.9181193336028114,198.0612846199175,1147.3476638236498,lev-tolstoi,7.0,6.0,9.0,127.0,24.0
voina-i-mir. Text/chapter267.xhtml,135.0,2860.0,1413.0,1288.0,450.0,2169.0,724.0,1895.0,19028.0,14894.0,2841.0,6250.0,863.0,9.743537943537941,47.95684667184668,7.502598290598293,16.19166451557377,7.502598290598293,66.22015022015022,2631.0,356.0,840.0,272.0,360.0,1403.0,105.0,43.0,175.0,0.49405594405594405,26.421601937639,18.68289389991616,0.9114029392878681,0.9251984786085343,0.025633008733141935,39.012197530563796,0.8857559587335752,0.8838596491228077,285.16424156893277,274.6855217104826,0.9258336832939311,204.81789489504533,1309.341877965506,lev-tolstoi,41.0,13.0,23.0,389.0,34.0
voina-i-mir. Text/chapter268.xhtml,72.0,1672.0,918.0,831.0,282.0,1237.0,412.0,1107.0,11058.0,8742.0,1650.0,3660.0,380.0,10.768553960659222,45.08749867091973,8.204048644338123,17.547147386550378,8.204048644338123,72.92317916002126,1626.0,227.0,372.0,153.0,395.0,582.0,37.0,9.0,46.0,0.5490430622009569,22.4504238512434,15.874846945726413,0.9192136195305735,0.9280265293544107,0.02506374762023071,39.89826322671833,0.8635243376463276,0.8642424242424243,222.86484495812158,214.00867534970882,0.9110399163177517,153.73126444371078,1363.562626132973,lev-tolstoi,,,5.0,201.0,19.0
voina-i-mir. Text/chapter269.xhtml,49.0,1266.0,675.0,583.0,238.0,946.0,364.0,820.0,8367.0,6734.0,1267.0,2845.0,339.0,12.474818325434441,38.18839813650581,9.504866008962821,19.534953902214617,9.504866008962821,71.8872876164684,1152.0,156.0,349.0,171.0,113.0,673.0,32.0,11.0,93.0,0.533175355450237,18.970855672027817,13.414420690602146,0.9119626851815908,0.9186033617142801,0.028376856097582587,35.239985591116614,0.8601314708299088,0.8623999999999999,184.20381601056096,172.23667955715854,0.9001765024792674,143.76032315978455,1269.1774250514557,lev-tolstoi,12.0,9.0,13.0,139.0,11.0
voina-i-mir. Text/chapter270.xhtml,51.0,1042.0,599.0,436.0,129.0,646.0,232.0,543.0,6615.0,4347.0,1012.0,1810.0,360.0,6.101794813894848,75.87786251928796,0.8063742802303224,14.111081039521823,0.8063742802303224,62.27398291370291,967.0,64.0,324.0,64.0,76.0,447.0,35.0,10.0,51.0,0.5748560460652591,18.55636741372325,13.12133323243279,0.9203275560875895,0.9248331054815813,0.0264002439244667,37.87843789856955,0.9039073514602199,0.9010000000000001,313.93589743589746,274.67479912745125,0.9339860093363052,258.6366237482117,1109.0201004043802,lev-tolstoi,13.0,11.0,7.0,126.0,4.0
voina-i-mir. Text/chapter271.xhtml,252.0,4194.0,1811.0,1544.0,417.0,2501.0,993.0,1925.0,25320.0,15347.0,4073.0,6491.0,1322.0,2.8631163567000435,92.18328666802917,-3.464616101233055,11.423043526146335,-3.464616101233055,53.457354043190946,3850.0,392.0,935.0,293.0,334.0,1625.0,100.0,18.0,214.0,0.4318073438245112,27.96431833008253,19.77375912246063,0.8993244868326314,0.9175641856114741,0.02779073681452266,35.98321291997656,0.8583787696019874,0.8609638554216866,198.17474485527856,186.70315493336352,0.9385342417151604,272.87943020296694,1264.0809402158397,lev-tolstoi,82.0,48.0,14.0,383.0,24.0
voina-i-mir. Text/chapter272.xhtml,19.0,476.0,302.0,216.0,51.0,398.0,116.0,333.0,3027.0,2393.0,475.0,1019.0,154.0,11.313310482087573,45.60712516585582,7.45822954444936,14.534957714815741,7.45822954444936,70.43078283945158,455.0,63.0,109.0,51.0,101.0,195.0,6.0,9.0,16.0,0.634453781512605,13.842147305125991,9.787876225637683,0.9262027574425822,0.9221644012859374,0.027560894433157405,36.28329270754509,0.8662763466042158,0.8555555555555556,191.315770962296,173.73771043771043,0.9060135792010868,161.26961483594866,1189.1724995905718,lev-tolstoi,2.0,3.0,2.0,71.0,4.0
voina-i-mir. Text/chapter273.xhtml,70.0,1347.0,686.0,566.0,188.0,1092.0,359.0,921.0,8398.0,6617.0,1350.0,2918.0,388.0,8.65295694135115,51.62492788206595,5.1092324159507925,14.539014557834598,5.1092324159507925,61.26215929578959,1210.0,408.0,219.0,122.0,95.0,754.0,32.0,16.0,115.0,0.5092798812175204,18.69133485108057,13.216769622627517,0.9063569647692566,0.9138154073409901,0.029923948646598288,33.41804959666239,0.855300462249618,0.8492307692307693,172.36961959954164,174.8913120605543,0.9006083949918489,154.5398908966928,1301.0582852521018,lev-tolstoi,12.0,10.0,9.0,223.0,16.0
voina-i-mir. Text/chapter274.xhtml,94.0,1958.0,895.0,795.0,274.0,1590.0,566.0,1298.0,12422.0,9896.0,1967.0,4204.0,553.0,9.290344467867776,50.716235737726294,6.441652152652516,15.144554464047129,6.441652152652516,61.432443005237644,1763.0,323.0,502.0,221.0,176.0,1032.0,66.0,29.0,158.0,0.4570990806945863,20.2263115080742,14.302162025750771,0.8967165861394102,0.9085009967891711,0.031375847797725426,31.871648742269024,0.8415505500261975,0.8410256410256411,134.56030717337106,133.29395375947408,0.9027227962146022,150.7991341991342,1133.143213570412,lev-tolstoi,26.0,11.0,8.0,252.0,10.0
voina-i-mir. Text/chapter275.xhtml,112.0,2033.0,1137.0,904.0,303.0,1528.0,536.0,1295.0,13243.0,10143.0,2025.0,4319.0,632.0,7.81283540334481,55.55843607265828,5.28383364002881,14.591903122651157,5.28383364002881,62.61809166608109,1907.0,275.0,590.0,189.0,218.0,1008.0,48.0,28.0,105.0,0.559272011805214,25.216904596372018,17.831044240628874,0.9237102680257471,0.9336695135851504,0.023061234538470556,43.36281296353881,0.8796673387096878,0.8779999999999999,297.18632764336644,338.84667583714133,0.9243036822299859,199.9349530539154,1486.7004741151973,lev-tolstoi,13.0,8.0,7.0,283.0,23.0
voina-i-mir. Text/chapter276.xhtml,69.0,1408.0,771.0,599.0,193.0,1035.0,351.0,877.0,8978.0,6685.0,1399.0,2837.0,446.0,8.117718420619234,59.21108592720685,4.4054880187747045,14.836420523035926,4.4054880187747045,62.94841073781291,1299.0,188.0,422.0,97.0,175.0,658.0,32.0,9.0,91.0,0.5475852272727273,20.547219038771956,14.529077916840984,0.9169319519070138,0.9243895941605238,0.026382512244340944,37.90389598755896,0.8789551140544561,0.8721428571428571,244.7485254691689,237.07266576284803,0.923735126904274,201.94250764525995,1167.102234065143,lev-tolstoi,6.0,12.0,3.0,188.0,12.0
voina-i-mir. Text/chapter279.xhtml,58.0,1319.0,804.0,628.0,244.0,812.0,263.0,793.0,8914.0,6323.0,1299.0,2697.0,378.0,9.479811116049252,54.38288240830306,5.348039534914122,18.18384338363131,5.348039534914122,70.3532064521189,1233.0,205.0,235.0,149.0,160.0,569.0,43.0,7.0,71.0,0.6095526914329037,22.137758782497713,15.65375935537618,0.931098756384507,0.9372623140630151,0.02208199937192047,45.28575439013927,0.8936377952755983,0.8884615384615385,306.9207208081235,259.2772376510438,0.9508743898550526,358.5895214521452,1378.3938547358666,lev-tolstoi,12.0,3.0,10.0,113.0,12.0
voina-i-mir. Text/chapter280.xhtml,35.0,767.0,464.0,389.0,164.0,553.0,208.0,509.0,5192.0,4198.0,752.0,1791.0,157.0,11.194023468057367,38.00861892344943,9.369642931644627,19.188013033153233,9.369642931644627,72.63136524492457,711.0,116.0,189.0,112.0,84.0,409.0,19.0,2.0,32.0,0.6049543676662321,16.754068956439557,11.846915771565435,0.9243352280297271,0.9257348835024326,0.026228817792710194,38.12600353943254,0.8867966573816131,0.8853333333333335,266.4683977263893,257.04448787751875,0.9266950207585808,232.58986539984164,1312.2990675218891,lev-tolstoi,17.0,7.0,3.0,91.0,8.0
voina-i-mir. Text/chapter281.xhtml,41.0,1313.0,744.0,543.0,132.0,665.0,221.0,576.0,8210.0,4463.0,1262.0,1858.0,421.0,9.432034997120727,80.1569865138484,-0.7788797856333503,15.913681484570423,-0.7788797856333503,73.3800642728438,1226.0,96.0,257.0,85.0,105.0,444.0,27.0,4.0,45.0,0.5666412795125666,20.532440477384796,14.518627895867942,0.9208881181640504,0.9275315049002553,0.025370482875955624,39.415883603371626,0.9096993670886174,0.9084615384615385,300.28291839557403,314.19761829983247,0.9449638811184026,322.957630296213,1154.2233612987925,lev-tolstoi,31.0,11.0,10.0,107.0,12.0
voina-i-mir. Text/chapter282.xhtml,37.0,1576.0,819.0,719.0,305.0,1163.0,441.0,1027.0,10250.0,8296.0,1555.0,3568.0,326.0,20.80825490465084,15.398067636164086,13.860169570585818,25.433879753720696,13.860169570585818,88.21642200576211,1480.0,199.0,370.0,193.0,219.0,708.0,35.0,12.0,83.0,0.5196700507614214,20.630311960162018,14.5878334850245,0.9110970089521088,0.919901104874173,0.027803417710743603,35.96680129053296,0.8615193189260009,0.861290322580645,192.91996297361345,193.72691420563058,0.8992765617866623,139.68486212718065,1315.9791651119328,lev-tolstoi,10.0,3.0,7.0,175.0,10.0
voina-i-mir. Text/chapter283.xhtml,52.0,1014.0,537.0,386.0,120.0,804.0,301.0,623.0,6302.0,4691.0,1022.0,2016.0,381.0,7.47860946745562,61.9962426035503,3.389966962524653,13.48067671128588,3.389966962524653,57.56706114398422,868.0,216.0,162.0,59.0,66.0,491.0,49.0,4.0,80.0,0.5295857988165681,16.863794767622647,11.924503636724195,0.9081636115609165,0.9124761749704111,0.030550641679827177,32.732536700213,0.8996891191709862,0.9010000000000001,216.9841105358795,198.94758252605413,0.9231265886088588,223.68945993031357,1128.8408264570346,lev-tolstoi,37.0,29.0,15.0,96.0,3.0
voina-i-mir. Text/chapter284.xhtml,32.0,1404.0,673.0,604.0,223.0,1098.0,403.0,918.0,8802.0,7058.0,1395.0,3034.0,299.0,20.68382122507123,19.923283475783506,12.736367699430204,23.389222619873184,12.736367699430204,86.89494301994301,1249.0,345.0,260.0,156.0,112.0,746.0,22.0,10.0,153.0,0.4793447293447293,17.96104125180394,12.700374066321883,0.898533589304215,0.9066855592987595,0.03223850514435542,31.018807960302965,0.8406199261992622,0.845,141.71718671496737,146.30361945196157,0.8942427276970185,143.57230320699708,1097.5015873291288,lev-tolstoi,1.0,1.0,9.0,163.0,2.0
