,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,masc,,femn,neut,sing,plur,past,pres,futr,pssv,actv,3per,1per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
2367 fedor-dostoevskii idiot,36.0,522.0,264.0,179.0,46.0,437.0,187.0,296.0,2975.0,2288.0,518.0,976.0,141.0,4.164042145593871,75.61411877394637,1.3634865900383204,10.043937050921313,0.46571743295019274,48.7911877394636,99.0,417.0,51.0,24.0,220.0,62.0,58.0,28.0,4.0,1.0,,37.0,33.0,35.0,0.5057471264367817,11.554966091655585,8.170594879790283,0.8910586931692563,0.8846290705296811,0.040086282244442106,24.94618966912673,0.7817758985200852,0.796,65.59725889457658,71.36187508194406,0.8496908382567698,95.96400846859562,874.9573326738993,fedor-dostoevskii
2368 fedor-dostoevskii idiot,35.0,504.0,324.0,195.0,72.0,398.0,167.0,303.0,3132.0,2439.0,514.0,1028.0,165.0,5.35568253968254,65.53007936507937,3.855515873015875,12.730639911748485,3.293128571428568,53.09047619047619,76.0,439.0,62.0,52.0,208.0,74.0,50.0,19.0,7.0,,6.0,29.0,16.0,20.0,0.6428571428571429,14.432107063270916,10.205040771249134,0.9289952050011624,0.925915017280018,0.026274420023476134,38.059831543626935,0.8497142857142849,0.836,139.70526315789473,128.64525433288895,0.9082856856888645,171.29189189189188,1459.3124896805834,fedor-dostoevskii
2369 fedor-dostoevskii idiot,34.0,478.0,295.0,192.0,93.0,356.0,157.0,292.0,3096.0,2444.0,499.0,1046.0,150.0,6.273300516859464,57.04262983017475,5.301799163179915,14.672140746142476,4.910696652719665,54.22618754614817,114.0,406.0,55.0,42.0,228.0,56.0,54.0,18.0,4.0,1.0,4.0,28.0,21.0,23.0,0.6171548117154811,13.492985935517273,9.540981853458975,0.921772151100247,0.9173529445777552,0.02919572831150435,34.25158603102762,0.8413053613053622,0.8400000000000001,147.63998854511033,118.21833684950774,0.8982584199365874,155.9548563611491,1317.3853825009583,fedor-dostoevskii
2370 fedor-dostoevskii idiot,36.0,482.0,323.0,201.0,68.0,386.0,147.0,307.0,3110.0,2462.0,502.0,1017.0,139.0,5.37325265099124,62.62093822037804,5.149253112033193,12.201003616528508,4.690936030428766,55.090133702166895,110.0,437.0,80.0,28.0,228.0,50.0,54.0,8.0,8.0,2.0,1.0,19.0,15.0,11.0,0.6701244813278008,14.712246853179145,10.403129516373419,0.9352063107988379,0.9321263385740581,0.02414929305290625,41.40907966991832,0.8912240184757484,0.8933333333333334,272.52124542000155,239.62826086956522,0.9227813842203442,217.4878048780488,1420.6953989363092,fedor-dostoevskii
2371 fedor-dostoevskii idiot,33.0,486.0,310.0,209.0,82.0,359.0,142.0,299.0,3176.0,2496.0,508.0,1040.0,148.0,6.247762813318367,59.080491956603055,5.540370370370368,13.986666268037945,5.24112345679012,57.731387953610174,94.0,450.0,80.0,61.0,236.0,37.0,43.0,17.0,,2.0,2.0,23.0,6.0,7.0,0.6378600823045267,14.061885560421949,9.943254636043555,0.9273163331924943,0.9236453559546732,0.02705378008890778,36.963411276119835,0.8821510297482813,0.8888888888888888,211.53695526576428,233.34616296815707,0.9106341878599739,175.1188707280832,1189.7960621018726,fedor-dostoevskii
2372 fedor-dostoevskii idiot,33.0,471.0,273.0,161.0,57.0,385.0,177.0,265.0,2814.0,2161.0,503.0,923.0,146.0,4.709156533487743,70.50487068133565,2.452377919320597,11.669552487079699,1.6850711252653952,48.45531750627292,98.0,401.0,46.0,35.0,207.0,41.0,45.0,21.0,9.0,1.0,,29.0,25.0,16.0,0.5796178343949044,12.579175998045695,8.894820649957168,0.9113892976083937,0.9056303200949973,0.03315002219222575,30.165892324335072,0.8455450236966815,0.8355555555555556,130.1243842364532,128.66447493103666,0.891234011515203,143.9336801040312,986.1279833056601,fedor-dostoevskii
2373 fedor-dostoevskii idiot,35.0,488.0,313.0,192.0,74.0,386.0,157.0,303.0,3090.0,2434.0,503.0,1032.0,152.0,5.679704918032787,61.61256440281031,4.592131147540986,12.905553552564633,4.094004215456671,53.28711943793911,120.0,438.0,58.0,46.0,231.0,32.0,54.0,17.0,2.0,2.0,3.0,43.0,3.0,4.0,0.6413934426229508,14.16884425565415,10.01888585474911,0.9282569326123398,0.9247217281877382,0.026685961322147976,37.472886508684674,0.8758542141230055,0.8800000000000001,236.15938303341903,205.19511020588607,0.9152140976149366,198.3772954924875,1379.4678758800794,fedor-dostoevskii
2374 fedor-dostoevskii idiot,25.0,506.0,337.0,227.0,74.0,409.0,131.0,352.0,3327.0,2681.0,514.0,1130.0,132.0,9.629971541501977,46.30758498023715,7.082055335968388,15.260896094576415,7.805422766798415,65.10166007905138,123.0,459.0,90.0,35.0,248.0,42.0,42.0,19.0,3.0,3.0,1.0,45.0,1.0,1.0,0.66600790513834,14.981477364786844,10.593504236833546,0.934722340761286,0.9321405488555575,0.024139802437846768,41.42535973832926,0.9027571115973717,0.9100000000000001,270.2874443337389,282.2386514719848,0.9194612104284207,203.12400635930047,1401.9980371923266,fedor-dostoevskii
2375 fedor-dostoevskii idiot,21.0,490.0,305.0,185.0,75.0,394.0,174.0,295.0,3060.0,2440.0,499.0,1020.0,121.0,10.039251700680271,51.395544217687075,5.557755102040815,16.758210128984068,6.677244897959184,61.088435374149654,101.0,447.0,53.0,46.0,204.0,38.0,47.0,15.0,7.0,1.0,,35.0,3.0,5.0,0.6224489795918368,13.778495519305082,9.742867616249082,0.9234642254480032,0.9195411428982717,0.02844988702503262,35.149524464547625,0.8511111111111094,0.8488888888888888,145.15646502448288,127.8216195791187,0.8933503025081534,140.6161971830986,1302.3965149344394,fedor-dostoevskii
2376 fedor-dostoevskii idiot,33.0,477.0,280.0,187.0,67.0,386.0,174.0,279.0,3051.0,2361.0,507.0,983.0,180.0,5.536542786354108,64.19021250238232,4.471886792452828,12.647645282617967,3.999531446540878,53.65789975223937,81.0,420.0,37.0,43.0,171.0,68.0,32.0,27.0,3.0,1.0,,16.0,15.0,26.0,0.5870020964360587,12.820319301877642,9.065334715334465,0.9136237594976646,0.9083124396269214,0.03224776845969957,31.009897669344536,0.8508878504672879,0.8466666666666668,141.80215367021344,133.21307117539993,0.8959596691324869,154.24728260869566,1086.9349943930897,fedor-dostoevskii
2377 fedor-dostoevskii idiot,35.0,485.0,295.0,189.0,57.0,411.0,183.0,285.0,2976.0,2329.0,500.0,974.0,145.0,4.860206185567009,68.12504418262152,3.5555670103092822,11.332682051964165,2.9078357879234176,52.826215022091304,68.0,419.0,59.0,23.0,165.0,74.0,34.0,22.0,4.0,2.0,,11.0,33.0,22.0,0.6082474226804123,13.395259971001746,9.47187916125205,0.9196051803787838,0.9151675045705612,0.02993393536902619,33.40690048508419,0.8819266055045877,0.8822222222222222,180.94645310612555,158.7636174066897,0.895606621378586,154.23127463863338,1200.4451710419205,fedor-dostoevskii
2378 fedor-dostoevskii idiot,39.0,456.0,255.0,183.0,64.0,374.0,175.0,263.0,2926.0,2253.0,500.0,949.0,169.0,4.331555330634277,66.55846491228071,3.850921052631584,11.37574104667815,3.1690344129554617,51.82388663967611,90.0,384.0,40.0,28.0,174.0,70.0,46.0,20.0,8.0,,2.0,16.0,20.0,36.0,0.5592105263157895,11.941469097666598,8.443893776289654,0.9050665664396164,0.8980028415800915,0.035703154865806705,28.008729305815795,0.8170024570024556,0.8133333333333334,118.6930308166045,105.29367430739643,0.8767293441975517,124.0909090909091,997.111815999163,fedor-dostoevskii
2379 fedor-dostoevskii idiot,27.0,481.0,298.0,186.0,74.0,377.0,161.0,290.0,3007.0,2350.0,502.0,1007.0,151.0,7.422211442211438,57.853079618079605,4.576444906444909,14.686691591365202,4.541255139755144,56.484253484253486,95.0,422.0,48.0,44.0,203.0,57.0,46.0,23.0,2.0,2.0,1.0,23.0,21.0,15.0,0.6195426195426196,13.587630427109085,9.6079056152655,0.9224766720752148,0.9182122330632084,0.028903480504340984,34.59790940574825,0.8475462962962945,0.8422222222222223,168.93661701137643,164.41231343283582,0.9003341985552834,159.44751381215468,1175.410636410885,fedor-dostoevskii
2380 fedor-dostoevskii idiot,38.0,491.0,303.0,169.0,56.0,413.0,175.0,294.0,2940.0,2299.0,501.0,988.0,136.0,4.43052149212134,69.10321202701255,2.7137881873727103,10.782753607532413,1.8954346928931258,47.34060456640583,101.0,411.0,51.0,36.0,238.0,22.0,37.0,34.0,3.0,5.0,,34.0,31.0,15.0,0.6171079429735234,13.674198576917684,9.669118541029931,0.9220986565311028,0.9180730145602943,0.02894796894739951,34.544737899127576,0.8686425339366505,0.8533333333333333,183.92555517390434,147.5430389391803,0.9101809880838206,186.79347826086956,1164.853845876085,fedor-dostoevskii
2381 fedor-dostoevskii idiot,47.0,466.0,287.0,166.0,47.0,393.0,169.0,271.0,2760.0,2102.0,499.0,884.0,151.0,2.11636654186832,79.93619623778649,0.9489699570815482,8.891153770860452,-0.02170495845128073,45.5372112135878,100.0,384.0,38.0,34.0,227.0,26.0,42.0,28.0,9.0,2.0,,23.0,41.0,18.0,0.6158798283261803,13.29501826736668,9.400997572854005,0.921111853184592,0.9162750899999447,0.029563994593879733,33.82492838795937,0.8394244604316541,0.8355555555555556,161.53505946702734,130.6114197530864,0.8901662793798594,138.37164750957854,1178.1950124462,fedor-dostoevskii
2382 fedor-dostoevskii idiot,55.0,429.0,243.0,159.0,51.0,363.0,158.0,256.0,2782.0,2079.0,503.0,869.0,195.0,2.0191794871794855,74.95397435897435,1.836666666666673,8.563589137373263,1.4848230769230781,44.86293706293706,64.0,355.0,57.0,32.0,216.0,22.0,39.0,29.0,3.0,4.0,,16.0,36.0,22.0,0.5664335664335665,11.732150554922002,8.295883215286864,0.9062279113437978,0.8982718855459202,0.03562150426318181,28.072930121415297,0.8012631578947375,0.8175000000000001,102.98502120890774,84.52006920415225,0.8767063482730815,116.80152671755725,876.2837287683396,fedor-dostoevskii
2383 fedor-dostoevskii idiot,48.0,457.0,272.0,153.0,63.0,375.0,175.0,263.0,2756.0,2095.0,500.0,907.0,157.0,2.563392140773157,75.1784855944566,1.207199124726479,10.178814096428074,0.32796792943106823,43.00004558716266,69.0,373.0,63.0,33.0,223.0,25.0,39.0,33.0,2.0,,,26.0,35.0,23.0,0.5951859956236324,12.723623336519674,8.996960342516466,0.9152803024284246,0.9095109821848246,0.03185051377534022,31.396667791721303,0.85264705882353,0.8355555555555555,143.29371921237345,141.96003555493587,0.8857900118993812,133.4135723431498,1130.4643850296861,fedor-dostoevskii
2384 fedor-dostoevskii idiot,52.0,463.0,284.0,164.0,52.0,392.0,166.0,278.0,2785.0,2140.0,503.0,914.0,140.0,2.1836837514537315,76.61766738660909,1.1602807775377997,8.891153770860452,0.3914381334108654,44.325012460541615,72.0,379.0,66.0,35.0,203.0,57.0,45.0,21.0,10.0,4.0,1.0,26.0,26.0,32.0,0.6133909287257019,13.198599310460915,9.332819074591004,0.920369085881778,0.9153624607047304,0.02987375524756122,33.474198061579024,0.8666666666666649,0.8733333333333335,149.33201316268662,142.6884254300296,0.9053370288775748,170.8514376996805,1097.1376832595633,fedor-dostoevskii
2385 fedor-dostoevskii idiot,41.0,482.0,311.0,206.0,85.0,370.0,137.0,318.0,3249.0,2551.0,511.0,1073.0,179.0,5.421317680396722,57.76099433255743,5.801742738589219,12.779943574683832,5.388830179131666,54.494686772593866,73.0,420.0,102.0,24.0,218.0,56.0,49.0,33.0,4.0,5.0,2.0,33.0,11.0,18.0,0.6452282157676349,14.165661830770013,10.016635540532919,0.9290781538675833,0.9254651344739151,0.026433321936453927,37.83103774864218,0.8581062355658212,0.8577777777777779,180.971073129449,149.62894261239848,0.9228526838806591,223.35452793834295,1245.4143714810184,fedor-dostoevskii
2386 fedor-dostoevskii idiot,18.0,504.0,327.0,248.0,102.0,388.0,145.0,345.0,3476.0,2852.0,511.0,1208.0,113.0,14.6268253968254,26.38579365079366,9.543015873015875,21.096155626780554,12.237650793650793,77.20634920634922,88.0,475.0,49.0,66.0,187.0,83.0,31.0,19.0,6.0,,1.0,18.0,10.0,1.0,0.6488095238095238,14.565737684227129,10.299531889501441,0.9304763688644669,0.9275174914961816,0.025726334200980677,38.87067594581277,0.8755604395604389,0.8859999999999999,244.71229688688754,213.5133233532934,0.9020098154594949,129.87295081967213,1318.9474409219206,fedor-dostoevskii
2387 fedor-dostoevskii idiot,21.0,500.0,293.0,214.0,100.0,384.0,170.0,314.0,3235.0,2602.0,505.0,1128.0,128.0,11.545466666666666,40.297019047619045,6.822000000000006,19.342979231291565,8.215611428571428,66.60952380952381,68.0,463.0,83.0,57.0,202.0,62.0,52.0,17.0,,4.0,,33.0,2.0,2.0,0.586,13.103358348148767,9.265473544293352,0.9140033480887056,0.9094332345006777,0.0318627668233203,31.38459398535666,0.8585809312638565,0.8560000000000001,159.14560770156436,171.73045103045104,0.8836715508600996,118.58365019011407,1129.7117303863622,fedor-dostoevskii
2388 fedor-dostoevskii idiot,29.0,500.0,286.0,177.0,74.0,406.0,158.0,322.0,3085.0,2428.0,508.0,1056.0,149.0,7.275875862068968,57.49000689655172,4.347999999999999,14.172962471291825,4.1947668965517195,52.64137931034483,38.0,453.0,122.0,52.0,202.0,60.0,42.0,13.0,5.0,2.0,1.0,46.0,1.0,,0.572,12.790308831298796,9.044114108081565,0.910112387015335,0.9051364589735681,0.033304413476347064,30.026050472565874,0.836097560975609,0.8380000000000001,127.05996668749745,137.6153846153846,0.8880592599967426,130.76519916142558,964.8817765501268,fedor-dostoevskii
2389 fedor-dostoevskii idiot,26.0,490.0,308.0,230.0,103.0,365.0,132.0,336.0,3298.0,2634.0,505.0,1158.0,158.0,9.896452119309263,40.302755102040805,7.378163265306124,17.647091105765618,7.897040031397175,65.78492935635794,88.0,458.0,126.0,39.0,249.0,43.0,49.0,14.0,1.0,3.0,2.0,26.0,3.0,3.0,0.6285714285714286,13.91402170474087,9.838699100999074,0.925044361998352,0.921268719768331,0.027862518482613147,35.89051006369087,0.8590476190476164,0.8511111111111112,187.5179104872181,134.84251000571754,0.9122012693776268,173.128612716763,1119.7032333091652,fedor-dostoevskii
2390 fedor-dostoevskii idiot,30.0,509.0,290.0,190.0,66.0,414.0,172.0,308.0,3042.0,2396.0,507.0,1035.0,131.0,6.567478061558614,62.571064178127045,3.4971119842829097,13.163550243927082,3.1866549115913543,54.29476096922069,74.0,460.0,91.0,47.0,212.0,61.0,50.0,7.0,5.0,4.0,1.0,25.0,22.0,2.0,0.5697445972495089,12.85402400816015,9.089167541704729,0.9097357744378962,0.9049938858305582,0.03334822202415838,29.986606160759397,0.8088695652173916,0.8099999999999999,101.43292239039903,84.63570771733748,0.8961466222212554,151.3887587822014,957.2538498508048,fedor-dostoevskii
2391 fedor-dostoevskii idiot,31.0,510.0,319.0,212.0,79.0,412.0,172.0,319.0,3270.0,2611.0,523.0,1096.0,134.0,7.159133459835548,56.29182479443392,5.700392156862744,14.163724731850614,5.623422517394054,58.0202403542062,141.0,446.0,58.0,31.0,259.0,28.0,54.0,28.0,8.0,3.0,5.0,51.0,9.0,4.0,0.6254901960784314,14.125557424364521,9.988277442808135,0.9247371333752702,0.9214440692411453,0.027797198864554003,35.97484785688835,0.8677657266811282,0.8620000000000001,194.0717930139178,214.26366207140333,0.9009752737346457,148.33714285714285,1199.604008576725,fedor-dostoevskii
2392 fedor-dostoevskii idiot,26.0,475.0,285.0,197.0,93.0,364.0,185.0,272.0,3083.0,2433.0,500.0,1052.0,144.0,8.529502024291496,49.979315789473674,5.925789473684212,16.771057658855472,6.1488981781376495,59.74291497975709,80.0,415.0,33.0,47.0,158.0,97.0,33.0,21.0,5.0,7.0,,19.0,27.0,14.0,0.6,13.07669683062202,9.246621004453464,0.9171183624384085,0.9121264531330501,0.03096418553978883,32.29537553038509,0.8257276995305154,0.8288888888888889,114.38823506131197,139.90667560321714,0.888849440686961,134.33770883054893,1138.5935503628164,fedor-dostoevskii
2393 fedor-dostoevskii idiot,24.0,488.0,276.0,179.0,68.0,400.0,184.0,284.0,2946.0,2312.0,503.0,987.0,129.0,8.1378825136612,58.84695355191256,4.006065573770492,14.931879361603942,4.321532786885243,57.01366120218579,111.0,436.0,43.0,49.0,223.0,50.0,38.0,26.0,2.0,4.0,,28.0,17.0,7.0,0.5655737704918032,12.493932953867557,8.834544715369823,0.9079344907697072,0.9023381377297551,0.03424521292277542,29.201161699740265,0.8283371298405462,0.8400000000000001,112.70166745302649,105.6418985397176,0.8829369026250787,123.52182952182952,1002.7079336118219,fedor-dostoevskii
2394 fedor-dostoevskii idiot,25.0,477.0,296.0,208.0,71.0,381.0,139.0,313.0,3116.0,2456.0,505.0,1039.0,149.0,8.660038574423478,51.121356394129975,6.154276729559751,14.949377168190622,6.543721970649891,62.68587002096436,122.0,415.0,48.0,35.0,221.0,50.0,40.0,17.0,6.0,,3.0,32.0,16.0,14.0,0.6205450733752621,13.55290897627065,9.583353841925007,0.9226338450380774,0.9182728277618069,0.028883936570055526,34.62131962430347,0.8757476635514009,0.8688888888888888,209.40517241379308,175.90123339658444,0.9081475781080314,174.11963190184048,1101.1686669387138,fedor-dostoevskii
2395 fedor-dostoevskii idiot,24.0,494.0,288.0,193.0,77.0,394.0,175.0,296.0,3101.0,2436.0,517.0,1029.0,144.0,8.701703778677462,54.88860998650473,5.091052631578947,15.886116422069312,5.602774797570852,59.65215924426451,101.0,440.0,38.0,30.0,175.0,76.0,43.0,23.0,3.0,,2.0,22.0,18.0,14.0,0.582995951417004,12.95773259517641,9.1625005868512,0.9130073442454697,0.9081552201910028,0.03229453370887892,30.964992683113557,0.8494831460674129,0.8533333333333334,150.9228855721393,138.7615520521881,0.884568658606769,119.03323558162268,1048.369407148663,fedor-dostoevskii
2396 fedor-dostoevskii idiot,24.0,469.0,260.0,169.0,60.0,392.0,184.0,268.0,2880.0,2216.0,508.0,920.0,151.0,7.305246090973704,63.53744314143569,3.866162046908318,14.029091529852717,4.019603811300641,55.575781805259425,107.0,387.0,34.0,31.0,199.0,50.0,53.0,25.0,12.0,2.0,,41.0,16.0,25.0,0.5543710021321961,12.005684510029864,8.48930092982841,0.9040872643479504,0.8973765075676989,0.0359066003211384,27.850032892456678,0.8381428571428555,0.8266666666666667,120.29816622745929,127.2362479424121,0.8865850076182972,136.84039900249377,817.0646342422608,fedor-dostoevskii
2397 fedor-dostoevskii idiot,35.0,465.0,251.0,165.0,66.0,369.0,189.0,246.0,2827.0,2173.0,503.0,902.0,138.0,4.08043010752688,72.98249615975422,2.737741935483875,12.190788395204937,1.9403632872503849,48.76958525345622,85.0,381.0,35.0,25.0,184.0,53.0,39.0,27.0,7.0,4.0,1.0,30.0,32.0,22.0,0.5397849462365591,11.639846283580225,8.23061423908861,0.8996123882451983,0.8921733838508643,0.0376342576711767,26.57153513528392,0.8169230769230753,0.8155555555555556,96.23603384886067,104.9897694142592,0.8802355436476466,138.4852374839538,984.6039576108508,fedor-dostoevskii
2398 fedor-dostoevskii idiot,42.0,481.0,264.0,153.0,47.0,407.0,190.0,264.0,2782.0,2141.0,503.0,916.0,130.0,2.9235377685377664,77.49451390951391,1.0951559251559253,9.402618680908368,0.03655086130086005,43.26111276111276,59.0,398.0,48.0,44.0,180.0,75.0,33.0,32.0,5.0,1.0,,25.0,35.0,23.0,0.5488565488565489,12.037363868311404,8.511701618892925,0.902860903461552,0.8964270952949102,0.03621694344355777,27.611385857518545,0.8129166666666664,0.8133333333333334,99.11610113330556,92.86632916005101,0.8854093771630004,144.3,956.873378598232,fedor-dostoevskii
2399 fedor-dostoevskii idiot,34.0,473.0,265.0,165.0,63.0,377.0,161.0,279.0,2893.0,2214.0,502.0,953.0,148.0,4.93479853252083,67.66027670687726,2.8983298097251584,12.084824469014912,2.1638144820296006,48.79548563611491,100.0,413.0,88.0,19.0,215.0,56.0,56.0,12.0,6.0,1.0,1.0,27.0,19.0,14.0,0.5602536997885835,12.184712981600125,8.615893176101205,0.9059333350173085,0.8995936462710648,0.035166933920444524,28.435802855666175,0.799764150943396,0.7977777777777779,101.61787577293099,83.81907051282052,0.8874963761659572,135.30666666666667,920.5690938902857,fedor-dostoevskii
2400 fedor-dostoevskii idiot,37.0,490.0,337.0,220.0,79.0,393.0,147.0,325.0,3221.0,2595.0,502.0,1104.0,122.0,6.346536127964701,54.20980419194703,6.1546938775510185,12.968783726534514,5.827178709321565,58.14120242691671,91.0,441.0,78.0,37.0,203.0,80.0,48.0,26.0,1.0,3.0,3.0,34.0,8.0,7.0,0.6877551020408164,15.224108163953485,10.765070120248987,0.9395708809614159,0.9370138131353875,0.022462719162814174,44.51820782478759,0.9031746031746044,0.8999999999999999,347.4206722710294,346.46422171018946,0.9312381377157272,232.18023255813952,1373.630422681226,fedor-dostoevskii
2401 fedor-dostoevskii idiot,20.0,491.0,300.0,170.0,48.0,425.0,174.0,299.0,2926.0,2313.0,499.0,972.0,114.0,9.89082382892057,55.94403258655805,4.153706720977603,13.746656526320578,5.335847301425659,59.17321792260692,127.0,440.0,50.0,31.0,209.0,41.0,55.0,17.0,1.0,1.0,2.0,42.0,4.0,5.0,0.6109979633401222,13.538810472195726,9.573384694089041,0.9204928434796247,0.9163123129202277,0.029544685567159425,33.84703478149573,0.8480995475113116,0.8488888888888889,144.40246423971257,141.77538817713412,0.8944444338536459,135.46734234234233,1121.2839550512372,fedor-dostoevskii
