,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,neut,femn,masc,sing,plur,past,pres,futr,actv,pssv,1per,3per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
voskresenie. Text/chapter13.xhtml,155.0,1730.0,669.0,753.0,275.0,1354.0,529.0,1100.0,11136.0,8701.0,1856.0,3695.0,561.0,4.4706507551743435,63.96144974827524,3.575285288085027,11.826315761019057,3.575285288085027,54.68730188327429,1507.0,110.0,278.0,406.0,842.0,167.0,285.0,57.0,18.0,,8.0,75.0,100.0,48.0,0.38670520231213873,16.08433338210884,11.373341205354318,0.872571306207693,0.8839877689574683,0.03935357611776364,25.410651296531455,0.8301606186793588,0.8252941176470587,104.58550749451837,102.62314379335228,0.8836696003129938,130.88168373151308,921.8097204226232,lev-tolstoi
voskresenie. Text/chapter14.xhtml,67.0,1414.0,729.0,584.0,222.0,1125.0,409.0,938.0,8882.0,7160.0,1427.0,3107.0,292.0,9.791575925183135,47.34069254153559,6.5782501002765486,16.143408310385226,6.5782501002765486,62.4057505963816,1281.0,138.0,299.0,282.0,656.0,181.0,176.0,42.0,6.0,14.0,5.0,3.0,126.0,4.0,0.5155586987270155,19.38665240241322,13.708433378252861,0.9086727499007381,0.9165433587704878,0.028988642009296763,34.4962692519124,0.8628864468864458,0.8728571428571428,200.3647099708947,196.69127094748308,0.9035256790627851,149.57194190747117,1268.8826627055146,lev-tolstoi
voskresenie. Text/chapter15.xhtml,34.0,1138.0,596.0,522.0,195.0,878.0,293.0,780.0,7400.0,5987.0,1142.0,2559.0,246.0,16.225966091181643,28.17745322030393,11.282260984182777,21.223214210412173,11.282260984182777,79.34053551121679,1059.0,136.0,168.0,241.0,508.0,171.0,135.0,35.0,,7.0,14.0,8.0,71.0,,0.523725834797891,17.667501168516818,12.492809882879492,0.9080880475342911,0.9136967809986862,0.030074500656191286,33.25075988565533,0.831404958677684,0.8327272727272729,131.95461069217455,133.37424207371578,0.8893354647126205,120.49785807412925,1206.2654226405261,lev-tolstoi
voskresenie. Text/chapter16.xhtml,63.0,1112.0,593.0,469.0,138.0,911.0,334.0,715.0,6909.0,5476.0,1134.0,2333.0,293.0,7.37444644284572,57.79787113166607,4.738169921205895,13.135135150420187,4.738169921205895,59.82705264359941,1016.0,99.0,192.0,266.0,531.0,114.0,141.0,26.0,4.0,11.0,14.0,5.0,82.0,9.0,0.533273381294964,17.78288826675559,12.57440088250557,0.9103608992622217,0.9156861209753386,0.02942745144983022,33.981875790530594,0.8466039510818426,0.8472727272727272,148.38779956427015,162.93367292595815,0.8913613410703293,126.65901168751282,1237.2192731759594,lev-tolstoi
voskresenie. Text/chapter17.xhtml,64.0,1211.0,640.0,563.0,171.0,950.0,286.0,835.0,7823.0,6273.0,1232.0,2647.0,316.0,8.638035843311311,50.870171087943845,6.694489323131705,14.501635936806602,6.694489323131705,65.41237871593725,1106.0,90.0,245.0,285.0,545.0,203.0,140.0,51.0,4.0,12.0,8.0,6.0,97.0,2.0,0.5284888521882741,18.391108324418504,13.004477409732687,0.9101682709920855,0.9164032225404993,0.029136402593340067,34.3213269653467,0.8344578313252973,0.8350000000000003,142.71388137736346,133.58150099086185,0.8899072740666008,122.21100917431193,1203.1782022021669,lev-tolstoi
voskresenie. Text/chapter18.xhtml,65.0,905.0,452.0,338.0,99.0,757.0,272.0,584.0,5366.0,4196.0,929.0,1818.0,237.0,4.896838079048024,68.00372928176796,1.8896882702932416,10.961133340273632,1.8896882702932416,51.271143221419464,769.0,69.0,189.0,217.0,473.0,55.0,132.0,38.0,3.0,4.0,3.0,5.0,122.0,9.0,0.4994475138121547,15.02498839410846,10.624271180723266,0.8980230026272272,0.9007804422437615,0.03449073998513069,28.993289225777996,0.8480373831775693,0.8522222222222221,148.03293173171255,151.58464303487605,0.8726924361401311,117.54597701149426,1113.67096483396,lev-tolstoi
voskresenie. Text/chapter19.xhtml,72.0,937.0,492.0,340.0,96.0,796.0,280.0,612.0,5636.0,4428.0,953.0,1905.0,251.0,4.628321030475512,67.72857731530891,2.193405438456061,10.258885019106316,2.193405438456061,49.299908099134356,833.0,100.0,198.0,221.0,508.0,61.0,168.0,26.0,4.0,7.0,2.0,3.0,98.0,3.0,0.5250800426894343,16.072939401466108,11.365284444377133,0.9058549783506308,0.9092170219380402,0.03168010479048884,31.56555215373609,0.8588513513513519,0.8633333333333334,162.91803422523907,138.15922700158183,0.884033442102476,125.68529664660362,1198.4392448498254,lev-tolstoi
voskresenie. Text/chapter20.xhtml,40.0,883.0,450.0,319.0,92.0,754.0,309.0,537.0,5222.0,4117.0,897.0,1752.0,202.0,8.711008210645527,58.89038788221973,4.339376118346543,13.4582735652283,4.339376118346543,58.20184031710079,781.0,72.0,144.0,203.0,408.0,72.0,118.0,20.0,2.0,3.0,3.0,3.0,97.0,2.0,0.5096262740656852,15.143705733061452,10.708217016141349,0.9006272590646873,0.9031280864359278,0.03373186234786995,29.64556150760963,0.8319424460431627,0.8211764705882353,141.81125667151866,116.38548110185232,0.8758821166756772,113.92715038033938,1152.7672318347009,lev-tolstoi
voskresenie. Text/chapter21.xhtml,42.0,655.0,432.0,298.0,98.0,514.0,163.0,449.0,4275.0,3427.0,667.0,1455.0,170.0,7.2676972010178105,53.056610323518726,6.087166575790626,13.555085461904095,6.087166575790626,61.091421301344965,611.0,60.0,113.0,181.0,330.0,61.0,91.0,19.0,,6.0,4.0,1.0,42.0,1.0,0.6595419847328244,16.879636767554572,11.935705622303612,0.9358160278462649,0.9359318397237736,0.022790650841574667,43.87764118503372,0.8794059405940562,0.8723076923076923,232.08024691358025,296.84197328261837,0.9025181082393302,137.29807692307693,1666.597591228014,lev-tolstoi
voskresenie. Text/chapter22.xhtml,49.0,884.0,557.0,441.0,185.0,632.0,199.0,618.0,6214.0,5022.0,909.0,2104.0,253.0,9.624660633484162,40.33849986148306,9.583480653799981,17.228956039650516,9.583480653799981,67.92769415458491,846.0,119.0,85.0,263.0,422.0,125.0,104.0,32.0,3.0,16.0,15.0,4.0,34.0,,0.6300904977375565,18.733937312797302,13.246894112202659,0.9319191177059662,0.9347500161159135,0.02310605303280951,43.278702709634004,0.8755688622754467,0.8752941176470589,295.6059451219512,277.5673108212046,0.9200001557871372,166.86019666524155,1478.5350555065597,lev-tolstoi
voskresenie. Text/chapter23.xhtml,59.0,1386.0,756.0,663.0,306.0,1016.0,383.0,939.0,9500.0,7775.0,1403.0,3295.0,310.0,12.275465062244724,33.417589820725425,10.665895247878304,20.18462992046038,10.665895247878304,71.32702325922665,1280.0,159.0,245.0,332.0,683.0,175.0,159.0,48.0,4.0,7.0,28.0,4.0,92.0,10.0,0.5454545454545454,20.306738693439584,14.359032633914381,0.9162121982211009,0.9235600166641278,0.02666903761921745,37.496666144390964,0.8774869109947663,0.8762962962962965,224.06612933575866,229.76077626862855,0.9140648925813579,173.06256761630004,1365.0419552232736,lev-tolstoi
voskresenie. Text/chapter24.xhtml,31.0,888.0,464.0,360.0,151.0,705.0,286.0,570.0,5646.0,4563.0,892.0,1959.0,179.0,13.550520924149954,37.01081734960766,9.162062336530077,19.562664208562836,9.162062336530077,69.18570183086312,791.0,121.0,114.0,164.0,385.0,110.0,95.0,29.0,9.0,7.0,16.0,2.0,95.0,,0.5225225225225225,15.570820480965365,11.010232750728989,0.9043909423491228,0.9070594503747734,0.03242729521291104,30.83821803311695,0.7973539928486286,0.8070588235294118,88.70122171418127,113.12544161999139,0.8840176573177518,125.3430935709739,1159.3759458654838,lev-tolstoi
voskresenie. Text/chapter25.xhtml,146.0,2090.0,917.0,974.0,354.0,1638.0,675.0,1317.0,13908.0,10974.0,2209.0,4609.0,683.0,6.522804614275415,55.68909516943043,5.844869535295267,13.816836267709363,5.844869535295267,60.917939306547815,1919.0,192.0,280.0,547.0,988.0,222.0,291.0,60.0,10.0,6.0,19.0,22.0,138.0,11.0,0.438755980861244,20.058395610062156,14.183427555597426,0.892240606404092,0.9049844963892638,0.03245621858491316,30.81073654294517,0.851504164625181,0.8517073170731708,145.25299977360197,135.97427417822325,0.899467339532243,151.98809440924597,1180.0674978154404,lev-tolstoi
voskresenie. Text/chapter26.xhtml,51.0,715.0,453.0,329.0,136.0,527.0,188.0,475.0,4854.0,3832.0,756.0,1605.0,233.0,6.666321129850541,53.69971959413138,6.442597902097901,14.487543650727664,6.442597902097901,60.033593857123265,660.0,82.0,102.0,159.0,321.0,74.0,86.0,38.0,3.0,3.0,7.0,10.0,36.0,9.0,0.6335664335664336,16.941239458953245,11.979265303130957,0.9305583084345158,0.9313800831702256,0.024328747705577563,41.10363640997197,0.8756456456456425,0.8742857142857142,178.26199403581984,182.56040992654056,0.9256320868878418,221.9608695652174,1361.0533020377786,lev-tolstoi
voskresenie. Text/chapter27.xhtml,46.0,442.0,276.0,171.0,58.0,360.0,145.0,273.0,2691.0,2096.0,461.0,904.0,129.0,3.0485776116466674,71.42423863859926,1.3406689946881798,9.977594393143923,1.3406689946881798,48.296478457603776,376.0,41.0,30.0,119.0,206.0,49.0,57.0,15.0,6.0,,3.0,25.0,38.0,3.0,0.6244343891402715,13.127981238664036,9.282884557149112,0.9226916664105218,0.9172927456724885,0.029223437968751965,34.219108684928855,0.8581170483460564,0.8675,169.38878631372495,154.05646928031913,0.8749638474450817,104.57188841201717,1237.5195700683892,lev-tolstoi
voskresenie. Text/chapter28.xhtml,85.0,1399.0,753.0,630.0,231.0,1104.0,393.0,942.0,9298.0,7341.0,1451.0,3116.0,467.0,7.734151620905688,51.577485809191444,6.42492015725518,14.62489622604566,6.42492015725518,61.490989362149435,1263.0,107.0,252.0,385.0,710.0,145.0,185.0,54.0,10.0,11.0,12.0,14.0,110.0,12.0,0.538241601143674,20.131962787100186,14.235447405353765,0.9144824135703029,0.9219971373300879,0.02718453330456609,36.78562323643178,0.8732296296296261,0.8785185185185185,243.39947680796604,243.6298611111111,0.9142431819929464,168.16870163370592,1266.7383631082066,lev-tolstoi
voskresenie. Text/chapter29.xhtml,85.0,1446.0,743.0,623.0,223.0,1129.0,388.0,964.0,9445.0,7331.0,1497.0,3143.0,474.0,7.612915466601574,54.08740989341794,5.469047579529736,14.370293293085867,5.469047579529736,60.096135383614026,1278.0,98.0,292.0,294.0,690.0,144.0,156.0,74.0,9.0,8.0,12.0,30.0,107.0,31.0,0.5138312586445366,19.539105024869762,13.816233661401554,0.9084923800285299,0.9165942379485134,0.028956565438419003,34.534482417352564,0.8792984967788118,0.8800000000000001,213.65917685201168,217.52341629821495,0.9190051270471488,205.49468922108576,1248.9388519511565,lev-tolstoi
voskresenie. Text/chapter30.xhtml,117.0,1914.0,855.0,736.0,246.0,1553.0,586.0,1213.0,11823.0,9328.0,1947.0,3957.0,508.0,6.5179037054899105,61.317706374085674,4.057198054818741,12.869868394060278,4.057198054818741,54.812474881440394,1693.0,212.0,330.0,442.0,983.0,158.0,237.0,32.0,17.0,11.0,12.0,45.0,173.0,3.0,0.44670846394984326,19.543176217726636,13.819112429478169,0.8933631899008848,0.9051171963964878,0.03249198561758706,30.776820221744963,0.8166648793565627,0.818421052631579,96.61084259334842,108.58948642109732,0.8889883850174435,124.84594926350246,1100.4158247419234,lev-tolstoi
voskresenie. Text/chapter31.xhtml,66.0,932.0,559.0,441.0,150.0,728.0,216.0,662.0,6088.0,4866.0,966.0,2106.0,252.0,6.8248875016257,52.672059435557316,5.604648068669526,13.378540805354502,5.604648068669526,61.43880868773573,834.0,66.0,232.0,169.0,433.0,132.0,143.0,32.0,2.0,6.0,11.0,9.0,80.0,9.0,0.5997854077253219,18.310653809147695,12.947587476407621,0.925236440087786,0.9286030478004288,0.025177867337871737,39.71742271021629,0.8608154020385044,0.8611111111111112,218.69529500506803,213.85590030393132,0.8980360118261878,137.86018430251033,1551.3116775755846,lev-tolstoi
voskresenie. Text/chapter32.xhtml,44.0,970.0,563.0,471.0,187.0,709.0,205.0,691.0,6465.0,5274.0,979.0,2307.0,209.0,11.574231490159324,35.23704311152764,9.180079896907216,18.276505424792763,9.180079896907216,70.60215557638239,922.0,69.0,339.0,123.0,477.0,147.0,141.0,18.0,1.0,34.0,21.0,,48.0,,0.5804123711340207,18.076840568762385,12.782256548599971,0.9208967539419477,0.9246866481905508,0.02648453015358588,37.757890897098086,0.8783713355048894,0.8768421052631579,247.91592591280153,223.57907354034114,0.8983611951370862,143.5445937690898,1488.0995454795539,lev-tolstoi
voskresenie. Text/chapter33.xhtml,65.0,809.0,493.0,370.0,127.0,640.0,201.0,566.0,5380.0,4229.0,864.0,1827.0,283.0,5.994523913663592,54.92854758961681,5.1749286013121605,12.408168895978825,5.1749286013121605,58.18162974232196,743.0,53.0,247.0,95.0,381.0,99.0,126.0,30.0,8.0,10.0,1.0,8.0,55.0,3.0,0.6093943139678616,17.33295695448863,12.25625140053344,0.926029776408909,0.928006891964922,0.025437253459383503,39.31242032858354,0.8889210526315802,0.8875,229.98862405156797,254.29866784192208,0.9068318258363015,154.4593572778828,1477.957341396753,lev-tolstoi
voskresenie. Text/chapter34.xhtml,104.0,1111.0,596.0,462.0,165.0,902.0,337.0,730.0,7131.0,5563.0,1190.0,2416.0,370.0,4.519226701516306,62.252990549054914,3.3015716999584583,11.186128832974923,3.3015716999584583,52.26685072353389,985.0,59.0,314.0,121.0,516.0,131.0,167.0,53.0,14.0,13.0,8.0,30.0,73.0,23.0,0.5364536453645364,17.88089406705559,12.64370144849331,0.9111972450576385,0.9165009100924153,0.029156629028150537,34.2975176943297,0.8474011299435009,0.8454545454545457,159.70002811110916,167.20771348671693,0.8990539306302008,140.29692832764505,1202.1493901514946,lev-tolstoi
voskresenie. Text/chapter35.xhtml,83.0,1107.0,502.0,406.0,145.0,920.0,390.0,675.0,6726.0,5263.0,1145.0,2286.0,310.0,5.020097952786756,65.38750269370165,2.462987391299613,11.735677568757573,2.462987391299613,50.013049487924604,908.0,103.0,205.0,145.0,525.0,78.0,88.0,50.0,35.0,2.0,8.0,57.0,120.0,22.0,0.45347786811201446,15.087938553435034,10.66878366525986,0.8871789589380803,0.8924664855183251,0.03706161957722432,26.982091214776148,0.8331379962192809,0.82,109.0090631364562,112.65572923981134,0.889171321787337,142.26609342319313,955.1013160506992,lev-tolstoi
voskresenie. Text/chapter36.xhtml,65.0,1470.0,723.0,615.0,259.0,1147.0,486.0,920.0,9391.0,7539.0,1485.0,3214.0,361.0,10.452218733647303,46.03268707482994,7.408472527472526,17.698270344536493,7.408472527472526,64.45211930926217,1338.0,135.0,113.0,388.0,593.0,248.0,162.0,62.0,11.0,14.0,19.0,41.0,88.0,3.0,0.49183673469387756,18.857305194106434,13.334128377656965,0.9027002965340234,0.911209980639971,0.030719910000338715,32.55217870068545,0.8438001407459539,0.8434482758620689,141.46478513773326,152.02542267140808,0.894286352010195,134.24281984334203,1231.1668994746942,lev-tolstoi
voskresenie. Text/chapter37.xhtml,65.0,786.0,417.0,357.0,125.0,618.0,238.0,505.0,5198.0,4094.0,843.0,1726.0,253.0,5.365510667449598,59.13968193384224,4.958050068506559,12.310474328884295,4.958050068506559,57.512155020551965,666.0,61.0,87.0,196.0,382.0,62.0,74.0,64.0,9.0,4.0,7.0,33.0,67.0,20.0,0.5305343511450382,14.873897418883892,10.517433727565887,0.9049235520244845,0.9060277554292366,0.03283681274968611,30.453625558088277,0.860217096336502,0.8693333333333333,160.95052168597326,139.8709968317171,0.8903923649615405,145.58990089664937,1207.3912016984332,lev-tolstoi
voskresenie. Text/chapter38.xhtml,56.0,676.0,397.0,294.0,133.0,501.0,203.0,431.0,4413.0,3549.0,688.0,1507.0,167.0,5.5988165680473365,57.16181741335589,5.211035714285707,13.675133026873535,5.211035714285707,55.5625528317836,608.0,61.0,95.0,177.0,339.0,64.0,91.0,23.0,9.0,4.0,13.0,19.0,43.0,6.0,0.5872781065088757,15.26923076923077,10.79697662042536,0.9183178292686514,0.9180859563856308,0.028863501509935597,34.64583116001269,0.8625837320574152,0.8600000000000001,176.29703394841368,158.7546233677853,0.9051805996138186,167.63409257898604,1321.7515744574462,lev-tolstoi
voskresenie. Text/chapter39.xhtml,69.0,1146.0,590.0,445.0,120.0,956.0,334.0,742.0,6847.0,5396.0,1165.0,2325.0,280.0,6.358470293648988,63.313067379922614,3.0942714166477003,11.709368317589824,3.0942714166477003,55.43941118446013,1024.0,83.0,265.0,215.0,544.0,100.0,177.0,28.0,9.0,9.0,3.0,3.0,118.0,1.0,0.5148342059336823,17.42848764238804,12.323801797758525,0.9057485434754593,0.9114665317133314,0.03080933918840001,32.457690633511184,0.8334001823154061,0.8418181818181818,121.9616067733741,130.549092230272,0.8778333976411125,118.4910601408705,1399.1619569011696,lev-tolstoi
voskresenie. Text/chapter40.xhtml,37.0,548.0,394.0,288.0,101.0,412.0,117.0,396.0,3779.0,3075.0,557.0,1282.0,139.0,7.74503452357467,46.98204083645692,8.241257249950685,14.657260319924953,8.241257249950685,67.36555533635826,539.0,36.0,141.0,97.0,222.0,123.0,91.0,16.0,,15.0,8.0,,9.0,,0.718978102189781,16.83084585702019,11.901205238604486,0.9476831627802674,0.9466656396989482,0.019102237693948188,52.34988779962736,0.9050901803607171,0.906,444.4587261839956,412.9528985507246,0.9105955204415339,142.06445497630332,2035.9991321563045,lev-tolstoi
voskresenie. Text/chapter41.xhtml,30.0,941.0,549.0,449.0,210.0,689.0,248.0,651.0,6500.0,5306.0,946.0,2275.0,243.0,16.42844456252214,20.758120793482107,13.056500903294364,23.441494180577696,13.056500903294364,79.08186326602905,902.0,125.0,119.0,263.0,444.0,150.0,123.0,22.0,12.0,12.0,14.0,,38.0,1.0,0.5834218916046758,17.89688851423529,12.655011230555408,0.9213014206353582,0.9247840992791286,0.026465850817012353,37.784540044229225,0.8410313901345309,0.8422222222222223,170.64583925957993,154.66534035926858,0.9004927384285856,133.94003634161115,1306.0005626092513,lev-tolstoi
voskresenie. Text/chapter42.xhtml,18.0,821.0,426.0,346.0,124.0,651.0,255.0,520.0,5213.0,4211.0,825.0,1779.0,175.0,21.577593043713623,17.311688320476378,13.862150527811615,23.25510480236814,13.862150527811615,87.75483827310867,771.0,97.0,121.0,159.0,332.0,128.0,98.0,28.0,,6.0,4.0,,50.0,,0.5188794153471377,14.86750251178323,10.512911845389949,0.9022306081833025,0.9038137137710627,0.033547659471005305,29.808338816133617,0.8241709844559618,0.83,112.98982038206864,117.77406484956131,0.8670794019600615,100.45061175768427,1118.4776440836772,lev-tolstoi
voskresenie. Text/chapter43.xhtml,75.0,1314.0,752.0,640.0,229.0,984.0,307.0,906.0,8642.0,7012.0,1328.0,2962.0,299.0,8.450355555555557,48.582439878234396,7.2800829832572305,15.498846343120036,7.2800829832572305,66.2262404870624,1252.0,130.0,187.0,350.0,578.0,228.0,175.0,45.0,4.0,19.0,18.0,6.0,51.0,5.0,0.5722983257229832,20.74532094096602,14.669157115248364,0.9222799060965291,0.9288660571994669,0.02492150625571599,40.12598555396869,0.8728221343873493,0.8746153846153847,250.7911178849202,250.76323789564276,0.9079397768259617,152.65280481330737,1395.9426872906358,lev-tolstoi
voskresenie. Text/chapter44.xhtml,43.0,591.0,364.0,272.0,113.0,425.0,145.0,393.0,3959.0,3159.0,620.0,1334.0,175.0,6.622146932672251,53.31036693818126,6.2760563687876285,14.382235580822208,6.2760563687876285,59.7678747097942,544.0,30.0,143.0,116.0,267.0,84.0,87.0,18.0,2.0,13.0,12.0,5.0,35.0,7.0,0.6159052453468697,14.972959270173034,10.587481034369333,0.9240557627409713,0.9225217866942531,0.02740098870517389,36.495033473415454,0.8424723247232461,0.8509090909090911,156.9344165550106,148.97086436995653,0.8946424560406598,140.82794830371566,1293.407491077919,lev-tolstoi
voskresenie. Text/chapter45.xhtml,120.0,1601.0,716.0,659.0,205.0,1322.0,491.0,1036.0,10055.0,7822.0,1686.0,3374.0,530.0,5.331676504268167,62.83411877992923,3.2867972126795735,11.60567320987113,3.2867972126795735,54.5034405579846,1327.0,139.0,273.0,299.0,782.0,125.0,226.0,87.0,16.0,15.0,6.0,63.0,170.0,41.0,0.44722048719550284,17.894408870705398,12.653257857800496,0.8909376934925981,0.9008341905088046,0.03403526448877204,29.381290700117578,0.8478092783505131,0.8481249999999999,149.59793899866548,144.87707894814858,0.8952190894359866,149.85374985374986,1108.378837514115,lev-tolstoi
voskresenie. Text/chapter46.xhtml,32.0,761.0,408.0,334.0,150.0,579.0,221.0,508.0,4971.0,4022.0,773.0,1766.0,172.0,12.003416967805517,36.449466984231265,8.71568661711563,19.19165941082434,8.71568661711563,67.67086892247043,664.0,100.0,141.0,115.0,340.0,123.0,70.0,38.0,8.0,7.0,10.0,13.0,84.0,,0.5361366622864652,14.78998844532604,10.458101123360727,0.9060436123845685,0.906765053250709,0.03260806827531899,30.66725669109626,0.853370786516852,0.8519999999999999,146.10224358974358,137.8007007603166,0.8885274672874911,130.43752819124944,1109.061264115466,lev-tolstoi
voskresenie. Text/chapter47.xhtml,103.0,1715.0,945.0,808.0,357.0,1265.0,475.0,1147.0,11670.0,9326.0,1807.0,4038.0,498.0,8.756726202270091,43.682780010756034,7.671720640267203,16.509795678756397,7.671720640267203,63.76418806079991,1555.0,232.0,205.0,388.0,828.0,184.0,159.0,93.0,20.0,14.0,22.0,38.0,107.0,15.0,0.5510204081632653,22.819164877669948,16.135586226014315,0.9199718062855362,0.92893835984995,0.02474386464334757,40.414058774317276,0.8813445378151296,0.8829411764705885,282.97511412081496,247.14209919575447,0.9173743961177941,172.08230886313078,1434.9199988441112,lev-tolstoi
voskresenie. Text/chapter48.xhtml,53.0,730.0,454.0,338.0,126.0,569.0,210.0,485.0,4787.0,3828.0,757.0,1633.0,197.0,6.489056603773584,54.48646291031275,5.649901524941846,13.6818965582044,5.649901524941846,60.074954768674075,658.0,42.0,134.0,183.0,341.0,124.0,114.0,23.0,11.0,5.0,8.0,14.0,56.0,2.0,0.6219178082191781,16.80329387148564,11.881723042797852,0.9279623649375416,0.9289302992595649,0.02515875386103959,39.74759662276369,0.8839060205580035,0.8785714285714287,221.28437033738493,238.82584386366486,0.9177470093272173,189.11513859275053,1382.9240196751985,lev-tolstoi
voskresenie. Text/chapter49.xhtml,65.0,620.0,356.0,280.0,105.0,479.0,171.0,413.0,4191.0,3277.0,670.0,1355.0,237.0,4.037878411910668,63.087419354838715,4.7226674937965285,11.286910333635037,4.7226674937965285,54.69975186104219,552.0,39.0,96.0,167.0,305.0,54.0,90.0,43.0,6.0,4.0,7.0,13.0,41.0,14.0,0.5741935483870968,14.29730405446448,10.109720649597753,0.9137149374740219,0.9121270078281377,0.03090005705520565,32.36239979147653,0.8629071803852881,0.8650000000000002,158.2289550294521,154.15523260534223,0.900857003408097,154.62530217566479,1104.5460460681984,lev-tolstoi
voskresenie. Text/chapter50.xhtml,100.0,971.0,477.0,363.0,106.0,827.0,335.0,598.0,5985.0,4560.0,1046.0,1966.0,365.0,2.9483325437693075,72.52652111225542,1.0818012409886677,9.152524924437175,1.0818012409886677,47.09414006179197,776.0,49.0,184.0,162.0,469.0,98.0,131.0,56.0,18.0,3.0,5.0,56.0,87.0,52.0,0.49124613800205974,15.307658469765467,10.824149108058853,0.896659459146091,0.9003245416936471,0.034594227239589485,28.90655695455467,0.8370281995661579,0.836842105263158,129.58215791452395,122.40778039687714,0.8856996516863447,136.46334395827296,1063.3608751239688,lev-tolstoi
voskresenie. Text/chapter51.xhtml,63.0,877.0,512.0,359.0,131.0,698.0,259.0,570.0,5514.0,4371.0,898.0,1871.0,236.0,5.804999366527301,60.52027266474815,4.064806510289408,12.798947046468223,4.064806510289408,54.855640621889194,760.0,73.0,159.0,162.0,396.0,119.0,100.0,45.0,9.0,1.0,9.0,36.0,61.0,20.0,0.5838084378563284,17.289011544401262,12.225177303058638,0.9205811536919437,0.9233390114645659,0.026985680353839747,37.05669032197336,0.850362318840577,0.8552941176470588,209.099537037037,195.56572566051392,0.9047922109516093,156.72215422276622,1491.8968235677353,lev-tolstoi
